Profiling Data for connect_and_send_file:

Total Bytes Sent: 41684
Chunk Size: 512 bytes
Number of Chunks Sent: 81
Remaining Bytes: 212

Connection Time (microseconds): 3423082, 2031237, 1889445, 1948962, 2037367, 1916508, 2001193, 1974613, 3227309, 1981204, 3294649, 3382667, 3323633, 2048435, 3226935, 1889890, 2042037, 1969445, 4445734, 2020441
Finding characteristic and service (microseconds): 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Total Sending Time (microseconds): 1460954, 1507114, 1488355, 1443501, 1457223, 1424610, 1477287, 1427295, 1423442, 1474608, 1509718, 1448093, 1475880, 1517371, 1539432, 1490761, 1516973, 1542334, 1478616, 1482373

Chunk Timing Details:
Chunk round trip times (microseconds):
Chunk 40: 20024, 19993, 21603, 32492, 19992, 20025, 19969, 23806, 23871, 20015, 21189, 18747, 40208, 32575, 19996, 23746, 19971, 72565, 19993, 32474

----------------------------------------
Profiling Data for connect_and_send_file:

Total Bytes Sent: 41684
Chunk Size: 2048 bytes
Number of Chunks Sent: 20
Remaining Bytes: 724

Connection Time (microseconds): 3522781, 1375146, 1253378, 1308761, 1388460, 2548028, 1234206, 1364521, 1265256, 1378986, 1267358, 1279778, 1370517, 1312872, 1263372, 1277684, 1259839, 1345134, 1349111, 1455288
Finding characteristic and service (microseconds): 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Total Sending Time (microseconds): 848529, 818103, 824826, 786073, 835649, 830904, 852331, 835653, 814690, 787039, 901203, 796476, 847301, 886198, 859680, 848288, 817288, 837303, 800646, 786150

Chunk Timing Details:
Chunk round trip times (microseconds):
Chunk 1: 50842, 35569, 37283, 39831, 38166, 57106, 50929, 56906, 39609, 39562, 38629, 42354, 63509, 35262, 38441, 39560, 40959, 50981, 45601, 52512
Chunk 2: 43761, 37505, 70014, 41200, 33733, 45072, 47528, 39979, 36220, 39947, 43741, 33777, 27615, 34630, 46234, 26299, 47505, 36283, 45104, 28627
Chunk 3: 33775, 55059, 33786, 37543, 52484, 33718, 33771, 32520, 48752, 45088, 58796, 38787, 51141, 57618, 40000, 37406, 26241, 33714, 28687, 37456
